1709588580 , -0.100000  
1709588587 , -0.025000  
1709588593 , 0.175000  
1709588599 , -0.050000  
1709588605 , -0.150000  
1709588611 , -0.150000  
1709588618 , -0.050000  
1709588624 , 0.100000  
1709588630 , 0.100000  
1709588636 , 0.175000  
1709588643 , 0.200000  
1709588649 , 0.100000  
1709588655 , 0.200000  
1709588661 , 0.175000  
1709588668 , 0.075000  
1709588674 , -0.500000  
1709588680 , -0.400000  
1709588686 , -0.500000  
1709588693 , -0.500000  
1709588699 , -0.350000  
1709588705 , -0.450000  
1709588711 , -0.425000  
1709588717 , 0.450000  
1709588724 , 0.425000  
1709588730 , 0.175000  
1709588736 , 0.175000  
1709588743 , -0.100000  
1709588749 , -0.100000  
1709588755 , 0.225000  
1709588761 , -0.450000  
1709588767 , 0.400000  
1709588774 , 0.300000  
1709588780 , 0.200000  
1709588786 , 0.100000  
1709588792 , 0.125000  
1709588799 , 0.150000  
1709588805 , 0.150000  
1709588811 , 0.100000  
1709588817 , 0.050000  
1709588824 , -0.025000  
1709588830 , -0.100000  
1709588836 , -0.325000  
1709588842 , -0.350000  
1709588848 , -0.425000  
1709588855 , 0.400000  
1709588861 , 0.300000  
1709588867 , 0.275000  
1709588873 , 0.200000  
1709588880 , 0.125000  
1709588886 , 0.050000  
1709588892 , 0.100000  
1709588898 , 0.100000  
1709588905 , 0.100000  
1709588911 , 0.100000  
1709588917 , -0.200000  
1709588923 , -0.075000  
1709588930 , -0.125000  
1709588936 , -0.250000  
1709588942 , -0.225000  
1709588948 , -0.225000  
1709588955 , -0.250000  
1709588961 , 0.275000  
1709588967 , 0.325000  
1709588973 , 0.400000  
1709588980 , 0.450000  
1709588986 , 0.350000  
1709588992 , -0.100000  
1709588998 , -0.075000  
1709589004 , -0.175000  
1709589011 , -0.100000  
1709589017 , -0.150000  
1709589023 , -0.125000  
1709589029 , -0.075000  
1709589036 , -0.125000  
1709589042 , 0.175000  
1709589048 , -0.500000  
1709589054 , -0.350000  
1709589061 , -0.375000  
1709589067 , -0.325000  
1709589073 , -0.300000  
1709589079 , -0.250000  
1709589086 , -0.250000  
1709589092 , -0.275000  
1709589098 , -0.225000  
1709589104 , -0.325000  
1709589111 , -0.400000  
1709589117 , -0.375000  
1709589123 , -0.400000  
1709589129 , -0.300000  
1709589135 , -0.275000  
1709589142 , -0.275000  
1709589148 , -0.275000  
1709589154 , -0.300000  
1709589160 , -0.275000  
1709589167 , -0.275000  
1709589173 , -0.425000  
1709589179 , 0.175000  
1709589185 , -0.100000  
1709589192 , -0.025000  
1709589198 , 0.250000  
1709589204 , -0.425000  
1709589210 , -0.375000  
1709589216 , -0.275000  
1709589223 , -0.250000  
1709589229 , -0.200000  
1709589235 , -0.050000  
1709589241 , 0.075000  
1709589247 , 0.175000  
1709589254 , 0.125000  
1709589260 , -0.225000  
1709589266 , 0.475000  
1709589272 , -0.400000  
1709589279 , -0.425000  
1709589285 , 0.425000  
1709589291 , -0.225000  
1709589297 , -0.025000  
1709589303 , 0.025000  
1709589310 , -0.200000  
1709589316 , -0.225000  
1709589322 , -0.350000  
1709589329 , -0.275000  
1709589335 , -0.175000  
1709589341 , -0.225000  
1709589347 , -0.050000  
1709589353 , 0.100000  
1709589360 , 0.025000  
1709589366 , 0.200000  
1709589372 , 0.375000  
1709589378 , -0.275000  
1709589384 , -0.325000  
1709589391 , -0.150000  
1709589397 , -0.150000  
1709589403 , -0.225000  
1709589409 , -0.225000  
1709589415 , -0.250000  
1709589422 , -0.400000  
1709589428 , -0.250000  
1709589434 , -0.300000  
1709589440 , 0.450000  
1709589446 , 0.175000  
1709589453 , 0.225000  
1709589459 , 0.175000  
1709589465 , -0.225000  
1709589471 , -0.225000  
1709589478 , 0.450000  
1709589484 , -0.275000  
1709589490 , -0.475000  
1709589496 , -0.425000  
1709589502 , -0.275000  
1709589509 , 0.400000  
1709589515 , 0.200000  
1709589521 , 0.225000  
1709589527 , 0.250000  
1709589534 , 0.150000  
1709589540 , 0.175000  
1709589546 , 0.275000  
1709589552 , 0.275000  
1709589559 , 0.275000  
1709589565 , 0.300000  
1709589571 , 0.275000  
1709589577 , 0.250000  
1709589584 , 0.275000  
1709589590 , 0.250000  
1709589596 , 0.250000  
1709589602 , 0.300000  
1709589608 , 0.175000  
1709589615 , 0.125000  
1709589621 , 0.325000  
1709589627 , 0.350000  
1709589633 , -0.375000  
1709589640 , -0.350000  
1709589646 , -0.275000  
1709589652 , -0.250000  
1709589658 , -0.100000  
1709589665 , 0.050000  
1709589671 , 0.025000  
1709589677 , 0.000000  
1709589683 , -0.150000  
1709589689 , -0.225000  
1709589696 , -0.200000  
1709589702 , -0.125000  
1709589708 , 0.025000  
1709589715 , 0.000000  
1709589721 , 0.200000  
1709589727 , 0.275000  
1709589733 , -0.075000  
1709589740 , -0.050000  
1709589746 , -0.075000  
1709589752 , 0.025000  
1709589758 , 0.075000  
1709589764 , -0.175000  
1709589771 , -0.075000  
1709589777 , -0.500000  
1709589783 , 0.350000  
1709589789 , 0.150000  
1709589796 , 0.150000  
1709589802 , 0.125000  
1709589808 , 0.075000  
1709589814 , 0.025000  
1709589821 , -0.275000  
1709589827 , -0.375000  
1709589833 , -0.375000  
1709589839 , -0.425000  
1709589846 , 0.400000  
1709589852 , 0.275000  
1709589858 , 0.375000  
1709589864 , 0.350000  
1709589871 , 0.475000  
1709589877 , -0.175000  
1709589883 , 0.000000  
1709589889 , 0.025000  
1709589895 , 0.075000  
1709589902 , 0.175000  
1709589908 , 0.225000  
1709589914 , 0.250000  
1709589920 , 0.100000  
1709589927 , -0.400000  
1709589933 , -0.375000  
1709589939 , -0.325000  
1709589945 , -0.350000  
1709589952 , -0.200000  
1709589958 , -0.200000  
1709589964 , -0.250000  
1709589970 , -0.200000  
1709589977 , -0.175000  
1709589983 , -0.175000  
1709589989 , -0.150000  
1709589995 , -0.150000  
1709590001 , -0.075000  
1709590008 , -0.025000  
1709590014 , 0.100000  
1709590020 , 0.175000  
1709590026 , 0.275000  
1709590033 , -0.325000  
1709590039 , -0.125000  
1709590045 , -0.200000  
1709590051 , -0.225000  
1709590058 , -0.100000  
1709590064 , -0.225000  
1709590070 , -0.150000  
1709590076 , -0.150000  
1709590082 , -0.100000  
1709590089 , -0.100000  
1709590095 , -0.075000  
1709590101 , -0.150000  
1709590107 , -0.125000  
1709590114 , -0.250000  
1709590120 , -0.250000  
1709590126 , -0.200000  
1709590132 , -0.200000  
1709590139 , -0.150000  
1709590145 , -0.075000  
1709590151 , -0.050000  
1709590157 , 0.075000  
1709590163 , 0.075000  
1709590170 , -0.250000  
1709590176 , 0.125000  
1709590182 , -0.125000  
1709590188 , -0.225000  
1709590195 , -0.325000  
1709590201 , -0.450000  
1709590207 , -0.425000  
1709590213 , 0.225000  
1709590220 , 0.450000  
1709590226 , 0.475000  
1709590232 , 0.325000  
1709590238 , 0.450000  
